dwc:county,dwc:country,dwc:family,dwc:day,dwc:recordedBy,dwc:order,dwc:institutionCode,dwc:class,dwc:phylum,idigbio:uuid,dwc:scientificNameAuthorship,dwc:occurrenceID,dwc:subgenus,dwc:decimalLatitude,dwc:higherClassification,dwc:catalogNumber,dwc:decimalLongitude,dwc:datasetName,dwc:month,dwc:specificEpithet,dwc:stateProvince,dwc:collectionCode,dwc:genus,dwc:continent,idigbio:dateModified,dwc:scientificName,dwc:year
,,Holothuriidae,,"RV Velero III, Hancock Pacific Expeditions",Aspidochirotida,MCZ,Holothuroidea,Echinodermata,511afd99-15d7-4a8d-b930-aa35c805b2e2,"Semper, 1868",MCZ:IZ:128112,,0.3227777778,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Platyperona) difficilis,128112,-89.9505555556,,,difficilis,,IZ,Holothuria,Pacific Ocean,2014-11-15T21:01:53.176Z,Holothuria (Platyperona) difficilis,
,,Holothuriidae,,Carel Philip Sluiter,Aspidochirotida,MCZ,Holothuroidea,Echinodermata,733fe1ab-b486-4479-852b-f9e7418c3eb1,"Jaeger, 1833",MCZ:IZ:HOL-1796,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) atra,HOL-1796,,,,atra,,IZ,Holothuria,Pacific Ocean,2014-11-15T06:00:53.816Z,Holothuria (Halodeima) atra,
,,Holothuriidae,,[no agent data],Aspidochirotida,MCZ,Holothuroidea,Echinodermata,cfbee814-6747-4a20-83c7-0992bc4a2d87,"Selenka, 1867",MCZ:IZ:HOL-604,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Selenkothuria) glaberrima,HOL-604,,,,glaberrima,,IZ,Holothuria,Atlantic Ocean,2014-11-15T21:25:49.869Z,Holothuria (Selenkothuria) glaberrima,
,,Holothuriidae,,"RV Velero III, Hancock Pacific Expeditions",Aspidochirotida,MCZ,Holothuroidea,Echinodermata,9adc312c-aa43-4438-bc79-a73df91bbd85,"(Forskål, 1775)",MCZ:IZ:126421,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens,126421,,,,impatiens,,IZ,Holothuria,Pacific Ocean,2014-11-15T13:43:12.990Z,Holothuria (Thymiosycia) impatiens,
,,Holothuriidae,,[no agent data],Aspidochirotida,MCZ,Holothuroidea,Echinodermata,fc5e27da-c36b-41c3-bd38-9f8cfbd468db,"Ludwig, 1875",MCZ:IZ:HOL-517,,24.621604,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Semperothuria) surinamensis,HOL-517,-82.984874,,,surinamensis,,IZ,Holothuria,Atlantic Ocean,2014-11-16T00:01:02.808Z,Holothuria (Semperothuria) surinamensis,
,,Holothuriidae,,[no agent data],Aspidochirotida,MCZ,Holothuroidea,Echinodermata,ea7be5d7-5e05-4f31-87d2-75b381ce3ffd,"Selenka, 1867",MCZ:IZ:HOL-1414,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) grisea,HOL-1414,,,,grisea,,IZ,Holothuria,Atlantic Ocean,2014-11-15T21:23:26.892Z,Holothuria (Halodeima) grisea,
,,Holothuriidae,,Arthur G. Humes,Aspidochirotida,MCZ,Holothuroidea,Echinodermata,59e527c0-2550-429e-afa9-5eee9c7a68a1,"Théel, 1886",MCZ:IZ:HOL-4321,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Theelothuria) spinifera,HOL-4321,,,,spinifera,,IZ,Holothuria,Indian Ocean,2014-11-15T20:52:16.065Z,Holothuria (Theelothuria) spinifera,
,,Holothuriidae,,Caleb Cooke,Aspidochirotida,MCZ,Holothuroidea,Echinodermata,2ad221b4-8ecf-41e9-8140-fd55f13d1f1a,"(Brandt, 1835)",MCZ:IZ:HOL-730,,-6.028749,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Mertensiothuria) leucospilota,HOL-730,39.473784,,,leucospilota,,IZ,Holothuria,Indian Ocean,2014-11-15T23:24:49.923Z,Holothuria (Mertensiothuria) leucospilota,
,,Holothuriidae,,"RV John E Pillsbury, Rosenstiel School of Marine and Atmospheric Science, University of Miami",Aspidochirotida,MCZ,Holothuroidea,Echinodermata,904a866a-79d1-496c-be63-e9db30ff4d40,"Selenka, 1867",MCZ:IZ:28868,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Selenkothuria) glaberrima,28868,,,,glaberrima,,IZ,Holothuria,[no higher geography data],2014-11-15T16:47:37.345Z,Holothuria (Selenkothuria) glaberrima,
,,Holothuriidae,,Hubert Lyman Clark,Aspidochirotida,MCZ,Holothuroidea,Echinodermata,7be8d111-55c1-4e67-bc1b-f135e0b3e3f3,"Deichmann, 1930",MCZ:IZ:HOL-865,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Cystipus) pseudofossor,HOL-865,,,,pseudofossor,,IZ,Holothuria,Atlantic Ocean,2014-11-15T19:20:29.562Z,Holothuria (Cystipus) pseudofossor,
,,Holothuriidae,,"Hubert Lyman Clark, Carnegie Expedition to the Torres Strait",Aspidochirotida,MCZ,Holothuroidea,Echinodermata,87af1ec9-82bb-4311-aff7-3910778c48ee,"Selenka, 1867",MCZ:IZ:HOL-1054,,-10.592865,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Lessonothuria) pardalis,HOL-1054,142.16461,,,pardalis,,IZ,Holothuria,Pacific Ocean,2014-11-15T09:06:41.139Z,Holothuria (Lessonothuria) pardalis,
,,Holothuriidae,,Carnegie Australian Harvard Expedition,Aspidochirotida,MCZ,Holothuroidea,Echinodermata,bfd31895-de61-460b-9cf1-39443977f635,"Erwe, 1913",MCZ:IZ:HOL-1527,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Theelothuria) michaelseni,HOL-1527,,,,michaelseni,,IZ,Holothuria,Indian Ocean,2014-11-15T14:03:15.623Z,Holothuria (Theelothuria) michaelseni,
Ile du Coin,Chagos Archipelago,Holothuriidae,23,"A. J. Kohn, Yale Seychelles Expedition (YSE) 1957-1958",Aspidochirotida,YPM,Holothuroidea,Echinodermata,a611ca0a-64b6-4cbc-97a1-b56d23d9598d,(Brandt),urn:uuid:a3ebc83c-b883-43ef-bb8c-39026b60b2a4,Semperothuria,,Animalia; Echinodermata; Echinozoa; Holothuroidea; Aspidochirotacea; Aspidochirotida; Holothuriidae,YPM IZ 007122.EC,,,10,cinerascens,Peros Banhos Atoll,IZ,Holothuria,,2014-11-20T06:27:22.398Z,Holothuria (Semperothuria) cinerascens,1957
,French Polynesia,Holothuriidae,21,G. Paulay,Aspidochirotida,YPM,Holothuroidea,Echinodermata,534fddf8-96ba-437f-b0c1-4f133e8dc4db,(Brandt),urn:uuid:cca1788f-f761-4c78-93b1-4e3c583c41cf,Semperothuria,-27.592942,Animalia; Echinodermata; Echinozoa; Holothuroidea; Aspidochirotacea; Aspidochirotida; Holothuriidae,YPM IZ 069705,-144.351454,,6,cinerascens,Austral Islands,IZ,Holothuria,,2014-11-20T06:54:23.065Z,Holothuria (Semperothuria) cinerascens,1980
,,Holothuriidae,,Gustavus Wilhelm,Aspidochirotida,MCZ,Holothuroidea,Echinodermata,d83e754c-7833-44b1-870f-99b7ffff5edf,"Pourtalés, 1851",MCZ:IZ:HOL-585,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) floridana,HOL-585,,,,floridana,,IZ,Holothuria,Atlantic Ocean,2014-11-15T18:31:02.230Z,Holothuria (Halodeima) floridana,
,,Holothuriidae,,"Edward Flanders Ricketts, John Steinbeck",Aspidochirotida,MCZ,Holothuroidea,Echinodermata,fdea0bbc-e601-4851-a0d7-45fc78eda4d7,Deichmann,MCZ:IZ:128129,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Selenkothuria) lubrica var. rickettsi,128129,,,,lubrica,,IZ,Holothuria,Pacific Ocean,2014-11-15T23:14:09.862Z,Holothuria (Selenkothuria) lubrica var. rickettsi,
,,Holothuriidae,,"RV Velero III, Hancock Pacific Expeditions",Aspidochirotida,MCZ,Holothuroidea,Echinodermata,fd09b886-a93d-4cec-bb8d-185736c458bb,"(Forskål, 1775)",MCZ:IZ:128092,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens,128092,,,,impatiens,,IZ,Holothuria,Pacific Ocean,2014-11-15T09:38:24.770Z,Holothuria (Thymiosycia) impatiens,
,,Holothuriidae,,"RV Velero III, Hancock Pacific Expeditions",Aspidochirotida,MCZ,Holothuroidea,Echinodermata,87a35bc6-89c8-4dd0-adea-2addce2ec34c,"Semper, 1868",MCZ:IZ:HOL-1884,,0.3227777778,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Platyperona) difficilis,HOL-1884,-89.9505555556,,,difficilis,,IZ,Holothuria,Pacific Ocean,2014-11-15T15:26:33.131Z,Holothuria (Platyperona) difficilis,
,,Holothuriidae,,Grinnell College,Aspidochirotida,MCZ,Holothuroidea,Echinodermata,5d60a06b-b3f0-4888-bb8d-515c06308430,"Selenka, 1867",MCZ:IZ:HOL-4049,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Selenkothuria) lubrica,HOL-4049,,,,lubrica,,IZ,Holothuria,Atlantic Ocean,2014-11-15T20:09:06.436Z,Holothuria (Selenkothuria) lubrica,
,,Holothuriidae,,[no agent data],Aspidochirotida,MCZ,Holothuroidea,Echinodermata,4cffa685-627c-4af3-a00a-58a49f4b156a,"(Forskål, 1775)",MCZ:IZ:HOL-514,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens,HOL-514,,,,impatiens,,IZ,Holothuria,[no higher geography data],2014-11-15T16:23:44.499Z,Holothuria (Thymiosycia) impatiens,
,,Holothuriidae,,"Lawrence E. Griffin, Philippine Marine Biological Station",Aspidochirotida,MCZ,Holothuroidea,Echinodermata,3b7aa7a2-f98d-47ae-b733-a1c153d21779,"Jaeger, 1833",MCZ:IZ:HOL-560,,11.167626,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) atra,HOL-560,123.722643,,,atra,,IZ,Holothuria,Pacific Ocean,2014-11-15T13:23:23.169Z,Holothuria (Halodeima) atra,
,,Holothuriidae,,"Hubert Lyman Clark, Carnegie Expedition to the Torres Strait",Aspidochirotida,MCZ,Holothuroidea,Echinodermata,a2308f10-6516-4c6f-a9ae-3a8cf0cb9495,"(Forskål, 1775)",MCZ:IZ:30900,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens,30900,,,,impatiens,,IZ,Holothuria,Pacific Ocean,2014-11-15T16:56:34.855Z,Holothuria (Thymiosycia) impatiens,
,,Holothuriidae,,USFC Steamer Albatross,Aspidochirotida,MCZ,Holothuroidea,Echinodermata,46a6b946-e0f9-47f2-b12f-fb7c130549a6,"Selenka, 1867",MCZ:IZ:HOL-1349,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Selenkothuria) lubrica,HOL-1349,,,,lubrica,,IZ,Holothuria,Pacific Ocean,2014-11-15T19:26:06.866Z,Holothuria (Selenkothuria) lubrica,
,,Holothuriidae,,[no agent data],Aspidochirotida,MCZ,Holothuroidea,Echinodermata,0b9761e7-a527-4caf-92ea-d93543c63b4b,"Pourtalés, 1851",MCZ:IZ:HOL-582,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) floridana,HOL-582,,,,floridana,,IZ,Holothuria,Atlantic Ocean,2014-11-15T13:46:46.556Z,Holothuria (Halodeima) floridana,
,,Holothuriidae,,"Great Barrier Reef Expedition - 1896, Alexander Agassiz",Aspidochirotida,MCZ,Holothuroidea,Echinodermata,e9554179-2044-437d-b03e-ad4e6249b809,"Selenka, 1867",MCZ:IZ:HOL-877,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Lessonothuria) pardalis,HOL-877,,,,pardalis,,IZ,Holothuria,Pacific Ocean,2014-11-15T05:52:41.907Z,Holothuria (Lessonothuria) pardalis,
,,Holothuriidae,,"Carnegie Expedition to the Torres Strait, Hubert Lyman Clark",Aspidochirotida,MCZ,Holothuroidea,Echinodermata,530cf4ff-9435-4e97-adea-53dbdad7bffc,"Selenka, 1867",MCZ:IZ:HOL-1030,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Cystipus) inhabilis,HOL-1030,,,,inhabilis,,IZ,Holothuria,Pacific Ocean,2014-11-15T19:24:45.114Z,Holothuria (Cystipus) inhabilis,
,,Holothuriidae,,"Hubert Lyman Clark, Hopkins-Stanford Galapagos Expedition 1898-99",Aspidochirotida,MCZ,Holothuroidea,Echinodermata,8bbb6b70-d711-49b4-8ded-bf80f060188f,"(Brandt, 1835)",MCZ:IZ:HOL-603,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Mertensiothuria) leucospilota,HOL-603,,,,leucospilota,,IZ,Holothuria,Pacific Ocean,2014-11-15T12:59:19.907Z,Holothuria (Mertensiothuria) leucospilota,
,,Holothuriidae,,Hubert Lyman Clark,Aspidochirotida,MCZ,Holothuroidea,Echinodermata,226febc6-19c4-4c2d-a596-a93c3a0ba2cf,"Selenka, 1867",MCZ:IZ:HOL-913,,18.46908,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) grisea,HOL-913,-77.931086,,,grisea,,IZ,Holothuria,Atlantic Ocean,2014-11-15T11:09:16.684Z,Holothuria (Halodeima) grisea,
,,Holothuriidae,,Hubert Lyman Clark,Aspidochirotida,MCZ,Holothuroidea,Echinodermata,0a53bae7-3194-4c4d-9099-21a0ca74d038,"(Selenka, 1867)",MCZ:IZ:HOL-2001,,32.304444,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Platyperona) parvula,HOL-2001,-64.751667,,,parvula,,IZ,Holothuria,Atlantic Ocean,2014-11-15T16:42:05.229Z,Holothuria (Platyperona) parvula,
,,Holothuriidae,,William J. Clench,Aspidochirotida,MCZ,Holothuroidea,Echinodermata,45931d3d-6156-4b3b-bcbc-42f189061b84,"Ludwig, 1875",MCZ:IZ:HOL-1791,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) mexicana,HOL-1791,,,,mexicana,,IZ,Holothuria,Atlantic Ocean,2014-11-15T18:22:13.165Z,Holothuria (Halodeima) mexicana,
,,Holothuriidae,,"Hancock Pacific Expeditions, RV Velero III",Aspidochirotida,MCZ,Holothuroidea,Echinodermata,47e73b37-3f1f-4f30-a296-1e57ef4a2bd6,"Semper, 1868",MCZ:IZ:HOL-1912,,5.5488888889,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Selenkothuria) erinacea,HOL-1912,-86.9883333333,,,erinacea,,IZ,Holothuria,Pacific Ocean,2014-11-15T07:44:51.681Z,Holothuria (Selenkothuria) erinaceus,
,,Holothuriidae,,"RV Velero III, Hancock Pacific Expeditions",Aspidochirotida,MCZ,Holothuroidea,Echinodermata,ca235a1b-b0ac-4b6f-9bd2-7ce9f0a10d88,"Semper, 1868",MCZ:IZ:125730,,-0.8597222222,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) arenicola,125730,-90.0333333333,,,arenicola,,IZ,Holothuria,Pacific Ocean,2014-11-15T14:53:24.647Z,Holothuria (Thymiosycia) arenicola,
,,Holothuriidae,,"Carnegie Expedition to the Torres Strait, Hubert Lyman Clark",Aspidochirotida,MCZ,Holothuroidea,Echinodermata,fe524ed1-6c8a-45d2-a605-7ecf94b43d18,"Jaeger, 1833",MCZ:IZ:HOL-1025,,-9.91518,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Stauropora) fuscocinerea,HOL-1025,144.05164,,,fuscocinerea,,IZ,Holothuria,Pacific Ocean,2014-11-15T13:58:39.239Z,Holothuria (Stauropora) fuscocinerea,
,,Holothuriidae,,[no agent data],Aspidochirotida,MCZ,Holothuroidea,Echinodermata,1ff57f6f-f00b-4046-8b83-d2622f1745ae,"Ludwig, 1875",MCZ:IZ:HOL-596,,24.621604,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) mexicana,HOL-596,-82.984874,,,mexicana,,IZ,Holothuria,Atlantic Ocean,2014-11-15T18:53:28.282Z,Holothuria (Halodeima) mexicana,
,,Holothuriidae,,Carel Philip Sluiter,Aspidochirotida,MCZ,Holothuroidea,Echinodermata,a7982e0a-bc89-43dc-9815-8ac98dbc9d51,"(Forskål, 1775)",MCZ:IZ:HOL-1800,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens,HOL-1800,,,,impatiens,,IZ,Holothuria,Pacific Ocean,2014-11-15T06:09:35.510Z,Holothuria (Thymiosycia) impatiens,
,,Holothuriidae,,G. W. Wurdemann,Aspidochirotida,MCZ,Holothuroidea,Echinodermata,c39663d5-b0fc-4b54-8d09-f09e925f785e,"(Selenka, 1867)",MCZ:IZ:HOL-821,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Platyperona) parvula,HOL-821,,,,parvula,,IZ,Holothuria,Atlantic Ocean,2014-11-15T08:19:03.416Z,Holothuria (Platyperona) parvula,
,,Holothuriidae,,[no agent data],Aspidochirotida,MCZ,Holothuroidea,Echinodermata,ec83a858-896b-4b63-83e0-b66484cc9081,"(Forskål, 1775)",MCZ:IZ:HOL-565,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens,HOL-565,,,,impatiens,,IZ,Holothuria,Pacific Ocean,2014-11-15T19:21:36.171Z,Holothuria (Thymiosycia) impatiens,
,,Holothuriidae,,[no agent data],Aspidochirotida,MCZ,Holothuroidea,Echinodermata,47db35b8-1359-4a28-b0b2-0fc227ae5bcc,"Semper, 1868",MCZ:IZ:HOL-567,,-6.028749,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Metriatyla) albiventer,HOL-567,39.473784,,,albiventer,,IZ,Holothuria,Indian Ocean,2014-11-15T14:21:57.391Z,Holothuria (Metriatyla) albiventer,
,,Holothuriidae,,Nicolas Pike,Aspidochirotida,MCZ,Holothuroidea,Echinodermata,506895a8-9697-47d9-a1e5-6a7d466836a2,"Semper, 1868",MCZ:IZ:HOL-574,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Platyperona) difficilis,HOL-574,,,,difficilis,,IZ,Holothuria,Indian Ocean,2015-01-08T00:39:02.943Z,Holothuria (Platyperona) difficilis,
,,Holothuriidae,,"Carnegie Expedition to the Torres Strait, Hubert Lyman Clark",Aspidochirotida,MCZ,Holothuroidea,Echinodermata,f5942dec-a205-4cb4-847e-e2f884583740,"(Forskål, 1775)",MCZ:IZ:HOL-1040,,-9.916598,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens,HOL-1040,144.052267,,,impatiens,,IZ,Holothuria,Pacific Ocean,2015-01-08T00:07:20.856Z,Holothuria (Thymiosycia) impatiens,
,,Holothuriidae,,,Aspidochirotida,YPM,Holothuroidea,Echinodermata,03659cb5-37f0-4322-90df-0a8222814565,Gmelin,urn:uuid:5fcd613b-5f2e-45ed-9298-a30d908f5054,,,Animalia; Echinodermata; Echinozoa; Holothuroidea; Aspidochirotacea; Aspidochirotida; Holothuriidae,YPM IZ 003025.EC,,,,tubulosa,,IZ,Holothuria,,2014-11-20T06:19:46.785Z,Holothuria tubulosa,
,,Holothuriidae,,Juan Arturo Rivero,Aspidochirotida,MCZ,Holothuroidea,Echinodermata,32029834-dd0f-4f0d-bedb-8e5d7b6adda2,"(Forskål, 1775)",MCZ:IZ:HOL-4073,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens,HOL-4073,,,,impatiens,,IZ,Holothuria,Atlantic Ocean,2014-11-15T17:18:40.548Z,Holothuria (Thymiosycia) impatiens,
,,Holothuriidae,,[no agent data],Aspidochirotida,MCZ,Holothuroidea,Echinodermata,92088083-a14e-4af2-a9cf-78829f78cc09,"Ludwig, 1875",MCZ:IZ:HOL-1252,,32.304444,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Semperothuria) surinamensis,HOL-1252,-64.751667,,,surinamensis,,IZ,Holothuria,Atlantic Ocean,2014-11-15T09:50:45.585Z,Holothuria (Semperothuria) surinamensis,
,,Holothuriidae,,[no agent data],Aspidochirotida,MCZ,Holothuroidea,Echinodermata,6a7d5266-7694-4e39-a4ec-8f9b7ad2236b,"Semper, 1868",MCZ:IZ:HOL-5157,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) inornata,HOL-5157,,,,inornata,,IZ,Holothuria,[no higher geography data],2014-11-15T10:32:37.667Z,Holothuria (Halodeima) inornata,
,,Holothuriidae,,"Hancock Pacific Expeditions, RV Velero III",Aspidochirotida,MCZ,Holothuroidea,Echinodermata,6099e6a5-0c0a-4934-9834-7aeed8946b7b,"(Forskål, 1775)",MCZ:IZ:HOL-1891,,-0.5694444444,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens,HOL-1891,-90.9652777778,,,impatiens,,IZ,Holothuria,Pacific Ocean,2014-11-15T05:34:49.863Z,Holothuria (Thymiosycia) impatiens,
,,Holothuriidae,,"RV Velero III, Hancock Pacific Expeditions",Aspidochirotida,MCZ,Holothuroidea,Echinodermata,a0f41c42-4453-4da6-a888-55136f539a59,"(Forskål, 1775)",MCZ:IZ:128096,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens,128096,,,,impatiens,,IZ,Holothuria,Pacific Ocean,2014-11-15T04:36:50.269Z,Holothuria (Thymiosycia) impatiens,
,,Holothuriidae,,Alexander Agassiz,Aspidochirotida,MCZ,Holothuroidea,Echinodermata,697b0ea8-9590-4cc5-9dd6-601b82d9eaa1,"(Forskål, 1775)",MCZ:IZ:HOL-646,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens,HOL-646,,,,impatiens,,IZ,Holothuria,Pacific Ocean,2014-11-15T08:54:06.271Z,Holothuria (Thymiosycia) impatiens,
,,Holothuriidae,,Harry W. Wells,Aspidochirotida,MCZ,Holothuroidea,Echinodermata,074f4b1d-f923-4bd3-9732-784733c12818,"Selenka, 1867",MCZ:IZ:HOL-4101,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Theelothuria) princeps,HOL-4101,,,,princeps,,IZ,Holothuria,[no higher geography data],2014-11-15T06:41:17.309Z,Holothuria (Theelothuria) princeps,
,,Holothuriidae,,"Hubert Lyman Clark, Carnegie Expedition",Aspidochirotida,MCZ,Holothuroidea,Echinodermata,6f36ede3-412a-4332-b8b0-cd9b5e44a1f9,"Ludwig, 1875",MCZ:IZ:HOL-1180,,11.179396,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Semperothuria) surinamensis,HOL-1180,-60.835592,,,surinamensis,,IZ,Holothuria,Atlantic Ocean,2014-11-15T06:02:15.545Z,Holothuria (Semperothuria) surinamensis,
,,Holothuriidae,,Alexander Agassiz,Aspidochirotida,MCZ,Holothuroidea,Echinodermata,b653de10-7e64-487c-86fe-1559dafa13ea,"Jaeger, 1833",MCZ:IZ:HOL-562,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) atra,HOL-562,,,,atra,,IZ,Holothuria,Pacific Ocean,2014-11-15T10:18:26.010Z,Holothuria (Halodeima) atra,
,Australia,Holothuriidae,,François Michonneau,Aspidochirotida,FLMNH,Holothuroidea,,7e395613-6a2f-4568-ad25-5c776f0a4d5b,Erwe,B9290B45-B814-43C8-9C8C-0EB7A98E87D8,,-22.67533,,9593-Echinodermata,113.6843,,5,michaelseni,Western Australia,Invertebrate Zoology,Holothuria,,2014-10-16T17:44:24.253Z,Holothuria michaelseni,2009
,Australia,Holothuriidae,,François Michonneau,Aspidochirotida,FLMNH,Holothuroidea,,22f49ba7-2871-4406-8b9c-8c384922e169,Erwe,FF02FE6C-3597-42E8-AADF-A79F3B77F271,,-22.67533,,9596-Echinodermata,113.6843,,5,michaelseni,Western Australia,Invertebrate Zoology,Holothuria,,2014-10-16T22:15:51.386Z,Holothuria michaelseni,2009
,Australia,Holothuriidae,,François Michonneau,Aspidochirotida,FLMNH,Holothuroidea,,4213ab71-3421-4eed-b26c-bd4fd1f87abd,Forskaal,3D53E3C0-89FE-41AB-B87D-2B9F8AD29300,,-22.49297,,9544-Echinodermata,113.7258,,5,impatiens,Western Australia,Invertebrate Zoology,Holothuria,,2014-10-16T20:31:25.633Z,Holothuria impatiens,2009
,,Holothuriidae,,Carl Semper,Aspidochirotida,MCZ,Holothuroidea,Echinodermata,13efa241-c52a-4e93-9ab4-971094bf645c,"(Brandt, 1835)",MCZ:IZ:HOL-728,,9.87541,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Mertensiothuria) leucospilota,HOL-728,124.43293,,,leucospilota,,IZ,Holothuria,Pacific Ocean,2015-01-13T10:37:35.169Z,Holothuria (Mertensiothuria) leucospilota,
Kosrae Island,Federated States of Micronesia,Holothuriidae,27,"François Michonneau, Alexander M. Kerr, Sun Kim",Aspidochirotida,FLMNH,Holothuroidea,,dddf447b-6d25-44b9-9c6b-325f7d98b3a7,Selenka,396CE8A5-6A74-4DED-93C2-DBF406F1CE31,,5.36173,,6805-Echinodermata,162.96682,,2,pervicax,Caroline Islands,Invertebrate Zoology,Holothuria,,2014-10-16T20:19:24.193Z,Holothuria pervicax,2008
Kosrae Island,Federated States of Micronesia,Holothuriidae,28,"Sun Kim, Alex Kerr, François Michonneau",Aspidochirotida,FLMNH,Holothuroidea,,9312560a-3abb-4635-b317-a0046da6a054,Forskaal,75E08E23-E400-4ADC-912F-4034AD7C01DA,,5.36916,,6983-Echinodermata,163.01382,,2,impatiens,Caroline Islands,Invertebrate Zoology,Holothuria,,2014-10-16T21:00:20.091Z,Holothuria impatiens,2008
Glorieuses Island,France,Holothuriidae,4,"V. Denis, M. Guillaume, H. Bruggemann, J.P. Rousse, G.B. Galves",Aspidochirotida,FLMNH,Holothuroidea,,994e944f-8508-41e8-b34a-73e5a9562ea6,Selenka,232F04DC-BF9C-4239-A9F7-E9E8372256C3,,-11.5653,,9290-Echinodermata,47.29085,,5,nobilis,Scattered Islands,Invertebrate Zoology,Holothuria,,2014-10-16T19:04:50.594Z,Holothuria nobilis,2009
,Tanzania,Holothuriidae,16,Tim Werner,Aspidochirotida,FLMNH,Holothuroidea,,1ad44e84-e89e-4bc4-871d-55471a41dbe6,Forskaal,7CAD4EC0-A2CF-4898-9111-6D5DD5CA17BA,,-6.38733,,8942-Echinodermata,39.28727,,8,impatiens,,Invertebrate Zoology,Holothuria,,2014-10-16T19:59:48.877Z,Holothuria impatiens,2009
