dwc:county,dwc:country,dwc:family,dwc:day,dwc:recordedBy,dwc:order,dwc:institutionCode,dwc:class,dwc:phylum,idigbio:uuid,dwc:scientificNameAuthorship,dwc:occurrenceID,dwc:subgenus,dwc:decimalLatitude,dwc:higherClassification,dwc:catalogNumber,dwc:decimalLongitude,dwc:datasetName,dwc:month,dwc:specificEpithet,dwc:stateProvince,dwc:collectionCode,dwc:genus,dwc:continent,idigbio:dateModified,dwc:scientificName,dwc:year
,,Holothuriidae,,[no agent data],Aspidochirotida,MCZ,Holothuroidea,Echinodermata,d3abc2dc-9aab-4ef1-a8e1-c38a28151f62,"Semper, 1868",MCZ:IZ:HOL-575,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Stauropora) discrepans,HOL-575,,,,discrepans,,IZ,Holothuria,Pacific Ocean,2014-11-15T15:57:53.912Z,Holothuria (Stauropora) discrepans,
,,Holothuriidae,,James R. Miller,Aspidochirotida,MCZ,Holothuroidea,Echinodermata,d7c07fa6-4bef-4fb7-a40c-728cd5dd5cf5,"Selenka, 1867",MCZ:IZ:HOL-2145,,,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Theelothuria) princeps,HOL-2145,,,,princeps,,IZ,Holothuria,Atlantic Ocean,2014-11-15T08:39:25.219Z,Holothuria (Theelothuria) princeps,
,Australia,Holothuriidae,,François Michonneau,Aspidochirotida,FLMNH,Holothuroidea,,c1ec4dd9-056a-4335-97e8-33cd5d43cc2b,Erwe,F2EB0177-46F7-495E-A311-5A7872B45008,,-22.67533,,9595-Echinodermata,113.6843,,5,michaelseni,Western Australia,Invertebrate Zoology,Holothuria,,2014-10-16T20:14:44.805Z,Holothuria michaelseni,2009
,Australia,Holothuriidae,,Robert Lasley,Aspidochirotida,FLMNH,Holothuroidea,,c3c2cfe2-ff20-4182-828d-d7fea48240fc,Selenka,2A0FF5CF-6988-4F84-9023-0382B248FB1C,,-22.67235,,9486-Echinodermata,113.6395,,5,pervicax,Western Australia,Invertebrate Zoology,Holothuria,,2014-10-16T17:39:57.246Z,Holothuria pervicax,2009
,Saudi Arabia,Holothuriidae,29,Serge Andrefouet,Aspidochirotida,FLMNH,Holothuroidea,,0fed2d2a-782a-483c-928b-63ff6d86083e,Selenka,28B720BA-32CE-4605-A468-4220853DD5E6,,28.403867,,14188-Echinodermata,34.740667,,9,nobilis,,Invertebrate Zoology,Holothuria,,2014-10-16T23:25:07.208Z,Holothuria nobilis,2013
,Australia,Holothuriidae,,Robert Lasley,Aspidochirotida,FLMNH,Holothuroidea,,9f8d3b99-e309-45a5-9987-d250c7c3400d,Ludwig,1508D3EF-DD9E-466D-8F92-612F854382FE,,-22.69265,,9559-Echinodermata,113.6583,,5,lineata,Western Australia,Invertebrate Zoology,Holothuria,,2014-10-16T21:34:42.617Z,Holothuria lineata,2009
,,Holothuriidae,,"Hubert Lyman Clark, Carnegie Australian Harvard Expedition",Aspidochirotida,MCZ,Holothuroidea,Echinodermata,5f5b5597-548f-4774-a671-922e6de4b88c,"HL Clark, 1938",MCZ:IZ:HOL-1514,,-25.818002,Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) macroperona,HOL-1514,113.611322,,,macroperona,,IZ,Holothuria,Indian Ocean,2014-12-04T10:01:23.323Z,Holothuria (Thymiosycia) macroperona,
Mayotte Island,France,Holothuriidae,29,"Arthur Anker, François Michonneau",Aspidochirotida,FLMNH,Holothuroidea,,648f565e-6a2c-4e2c-b0a0-0f82900fe8cd,Jäger,F6C1A72F-071D-476F-896A-D8B7ED870089,,-12.947371,,7104-Echinodermata,45.099797,,5,atra,Comoros Islands,Invertebrate Zoology,Holothuria,,2014-10-16T17:03:27.802Z,Holothuria atra,2008
,France,Holothuriidae,15,Nathaniel Evans,Aspidochirotida,FLMNH,Holothuroidea,,c7eb8e92-f9fb-4f33-be2f-c0fd6fbbf96b,Semper,E20AA982-8692-4C30-B34E-73C256C45F3B,,-18.042225,,15890-Echinodermata,162.958427,,11,difficilis,New Caledonia,Invertebrate Zoology,Holothuria,,2014-10-16T22:28:28.251Z,Holothuria difficilis,2013
Moorea Island,French Polynesia,Holothuriidae,8,"Christian McKeon, Chris Meyer, Gustav Paulay",Aspidochirotida,FLMNH,Holothuroidea,,ae91bf6a-46dc-46da-9b46-bdb5565b8d1c,Selenka,6BC1E5DF-5B44-499C-B6DB-BE254F2D04E4,,-17.5597,,5266-Echinodermata,-149.8872,,8,pardalis,Society Islands,Invertebrate Zoology,Holothuria,,2014-10-16T20:42:53.827Z,Holothuria pardalis,2006
,Madagascar,Holothuriidae,20,"A. Anker, G. Bakary, E. Boissin, H. Bruggemann, T. Horeau, F. Michonneau, G. Paulay, T. Werner",Aspidochirotida,FLMNH,Holothuroidea,,51a481bb-b916-46b9-86c8-22126328d692,Jäger,5AB59278-1324-4FA1-B2E6-AF230CAF9320,,-13.42923,,7591-Echinodermata,48.36398,,5,fuscocinerea,,Invertebrate Zoology,Holothuria,,2014-10-16T22:31:44.941Z,Holothuria fuscocinerea,2008
,Palau,Holothuriidae,14,Gustav Paulay,Aspidochirotida,FLMNH,Holothuroidea,,f897f43c-fd4e-4910-8c55-6a21af7ca55e,Semper,ACC19795-63F3-4CE8-82ED-6407AB7DA6A6,,,,12611-Echinodermata,,,3,coluber,,Invertebrate Zoology,Holothuria,,2014-10-16T18:52:05.442Z,Holothuria coluber,1996
,Australia,Holothuriidae,8,François Michonneau,Aspidochirotida,FLMNH,Holothuroidea,,5c247ea6-759e-44d9-bd9c-e1c20a479120,Lesson,321C1BEA-3634-45BE-A1DA-C872A93089F4,,-14.6966,,8142-Echinodermata,145.4642,,2,hilla,Queensland,Invertebrate Zoology,Holothuria,,2014-10-16T21:33:19.016Z,Holothuria hilla,2009
Moorea Island,French Polynesia,Holothuriidae,1,BioCode IZ/ARMS team,Aspidochirotida,FLMNH,Holothuroidea,,9c933827-a6ac-451f-b171-f41cee62e675,Selenka,EA3385B6-52C3-4261-B87B-530FB4F048CC,,-17.47638,,12464-Echinodermata,-149.83159,,2,verrucosa,Society Islands,Invertebrate Zoology,Holothuria,,2014-10-16T17:26:55.791Z,Holothuria verrucosa,2012
,USA,Holothuriidae,31,"Mandy Bemis, Jenna Moore",Aspidochirotida,FLMNH,Holothuroidea,,696a6eb8-85cd-4d1c-a7a9-4fb8dbd178d6,Selenka,7CC9E168-EF18-4230-BB20-0F0D91A05FB9,,30.31875,,9694-Echinodermata,-81.26512,,3,princeps,Florida,Invertebrate Zoology,Holothuria,,2014-10-16T23:56:12.353Z,Holothuria princeps,2010
,Australia,Holothuriidae,,,Aspidochirotida,FLMNH,Holothuroidea,,1f51c68e-1b3e-4bc3-a6c8-fa68b05e5250,Brandt,A0E9C970-5B29-446A-98DF-DE1C6A0F23B7,,-22.67235,,9485-Echinodermata,113.6395,,5,cinerascens,Western Australia,Invertebrate Zoology,Holothuria,,2014-10-16T17:04:25.535Z,Holothuria cinerascens,2009
Oahu Island,USA,Holothuriidae,24,"J. Earle, J. Hoover, G. Paulay",Aspidochirotida,FLMNH,Holothuroidea,,70856996-0d0a-4037-a20f-bea64e608477,Forskaal,90C7CC1B-D2AD-4D3F-94AD-F7BA15DF8D6B,,19.99667,,4805-Echinodermata,-155.24556,,2,impatiens,Hawaiian Islands,Invertebrate Zoology,Holothuria,,2014-10-16T22:52:52.089Z,Holothuria impatiens,2006
,Australia,Holothuriidae,10,"Robert Lasley, François Michonneau",Aspidochirotida,FLMNH,Holothuroidea,,3c0403f9-21e7-4608-8071-60ae3be3a2ee,Semper,DD007484-EB75-4172-B4F6-6642D8067FAC,,-14.6805,,8196-Echinodermata,145.4714,,2,arenicola,Queensland,Invertebrate Zoology,Holothuria,,2014-10-16T15:16:25.350Z,Holothuria arenicola,2009
,Ecuador,Holothuriidae,8,"Cleveland P. Hickman, Jr.",Aspidochirotida,FLMNH,Holothuroidea,,bd9aa304-d710-4c5c-ab83-20dd7cc3369b,Forskaal,F82C31D3-43C1-49AF-AB0E-8C2971442E24,,,,9641-Echinodermata,,,3,impatiens,Galapagos Islands,Invertebrate Zoology,Holothuria,,2014-10-16T17:36:22.033Z,Holothuria impatiens,1997
Moorea Island,French Polynesia,Holothuriidae,14,,Aspidochirotida,FLMNH,Holothuroidea,,fc7d041e-e14a-4e69-ab6b-1d71efd7c7cc,Linnaeus,BFB79EC1-B5D8-4454-B244-EF8B63DEB149,,-17.5,,1877-Echinodermata,-149.8,,9,,Society Islands,Invertebrate Zoology,Holothuria,,2014-10-16T15:11:15.743Z,,1986
Funafuti Atoll,Tuvalu,Holothuriidae,19,Lisa Kirkendale,Aspidochirotida,FLMNH,Holothuroidea,,9c16c882-2167-4325-b06b-0f337fca36fe,Semper,AFB54A76-798A-49CF-9512-FBAF35DD0C6A,,,,5946-Echinodermata,,,6,difficilis,Tuvalu Islands,Invertebrate Zoology,Holothuria,,2014-10-16T23:06:22.425Z,Holothuria difficilis,2004
Moorea Island,French Polynesia,Holothuriidae,9,BioCode IZ team,Aspidochirotida,FLMNH,Holothuroidea,,e8e4837f-85dd-4e4f-a417-3557e8229f04,Linnaeus,E8843EC1-8299-496A-9BF6-45CDDB4C1DD9,,-17.477,,12505-Echinodermata,-149.84,,2,,Society Islands,Invertebrate Zoology,Holothuria,,2014-10-16T15:42:32.891Z,,2012
Pohnpei Island,Federated States of Micronesia,Holothuriidae,,"Starmer, J.",Aspidochirotida,FLMNH,Holothuroidea,,23735fc2-a901-4bf5-9fc9-e6ba4bae34aa,Fisher,7C1BC291-91A0-4FF3-B249-029098764864,,7,,3303-Echinodermata,158.2,,,hawaiiensis,Caroline Islands,Invertebrate Zoology,Holothuria,,2014-10-17T00:00:47.815Z,Holothuria hawaiiensis,
,France,Holothuriidae,22,"Serge Andrefouet, Antoine Gilbert",Aspidochirotida,FLMNH,Holothuroidea,,5d843df3-edf9-4073-a738-4426bfc2e02e,Jäger,7E0AB780-FDCA-42DA-BA51-B5E393FE317F,,-18.4775,,15784-Echinodermata,163.0835,,11,atra,New Caledonia,Invertebrate Zoology,Holothuria,,2014-10-16T20:18:14.580Z,Holothuria atra,2013
Rarotonga Island,Cook Islands,Holothuriidae,18,Machel Malay,Aspidochirotida,FLMNH,Holothuroidea,,39cd2078-02f8-4703-b5d2-7f1e4e30b7c5,Semper,D5317BAE-14DA-46A8-BBC2-46B591407934,,-21.2566666667,,6666-Echinodermata,-159.8168333333,,6,difficilis,Cook Islands,Invertebrate Zoology,Holothuria,,2014-10-16T20:17:51.550Z,Holothuria difficilis,2006
,Saudi Arabia,Holothuriidae,9,Gustav Paulay,Aspidochirotida,FLMNH,Holothuroidea,,713ea7bd-96a8-459b-a6a1-d46b015313d5,Jäger,D18D9B47-115A-47DF-B07D-BDEC1BE50DC4,,22.2242666667,,12150-Echinodermata,38.9660666667,,10,atra,,Invertebrate Zoology,Holothuria,,2014-10-16T15:46:55.170Z,Holothuria atra,2012
,Australia,Holothuriidae,17,,Aspidochirotida,FLMNH,Holothuroidea,,a6729f5c-c356-43fe-b8ad-1e868e156fbe,Forskaal,F73AE930-A4FB-4352-9634-AA73F3B6EC93,,-23.4732833333,,10050-Echinodermata,151.9504666667,,11,impatiens,Queensland,Invertebrate Zoology,Holothuria,,2014-10-16T16:29:06.373Z,Holothuria impatiens,2009
Okinawa Island,Japan,Holothuriidae,16,Daisuke Uyeno,Aspidochirotida,FLMNH,Holothuroidea,,be636b19-4e44-4644-bc9c-c5c74f757dc3,,395B3A42-0D94-4A88-B889-A72CCE82C7DC,,26.44376,,10565-Echinodermata,127.772633,,7,nigralutea,Okinawa Prefecture,Invertebrate Zoology,Holothuria,,2014-10-16T17:24:01.875Z,Holothuria nigralutea,2010
,Papua New Guinea,Holothuriidae,14,"François Michonneau, Mande Holford, Bastian Brenzinger",Aspidochirotida,FLMNH,Holothuroidea,,dd6b9f54-c865-4324-8ef0-3fc7a8432a25,Lesson,9D0A7B62-AAC0-43C2-B836-326B47B45574,,-5.107375,,14707-Echinodermata,145.822054,,11,hilla,Madang Province,Invertebrate Zoology,Holothuria,,2014-10-16T21:22:14.924Z,Holothuria hilla,2012
,Taiwan,Holothuriidae,1,Mandy Bemis & Machel Malay,Aspidochirotida,FLMNH,Holothuroidea,,c8a47cfe-26a8-4028-84ab-273e720f672a,Semper,C323AFCF-B952-4962-9195-991350E96919,,25.145,,11115-Echinodermata,121.806,,7,martensii,,Invertebrate Zoology,Holothuria,,2014-10-16T15:44:06.221Z,Holothuria martensii,2011
Monroe Co.,USA,Holothuriidae,,Gustav Paulay,Aspidochirotida,FLMNH,Holothuroidea,,af785da7-f796-47b2-84bd-420e13796231,Pourtalès,1BA95353-21D7-4CD2-8CD4-F3BD8D750648,,,,4862-Echinodermata,,,,floridana,Florida,Invertebrate Zoology,Holothuria,,2014-10-16T21:20:44.770Z,Holothuria floridana,2006
,France,Holothuriidae,21,Nathaniel Evans,Aspidochirotida,FLMNH,Holothuroidea,,30cb7cc0-3a86-4cc6-95c4-1a5e6334d92b,Selenka,3531206F-8B1D-4CBA-93E1-E0AB1EA5A20B,,-18.48788,,15773-Echinodermata,163.09553,,11,inhabilis,New Caledonia,Invertebrate Zoology,Holothuria,,2014-10-16T18:56:10.187Z,Holothuria inhabilis,2013
,Papua New Guinea,Holothuriidae,3,"Starmer, J.",Aspidochirotida,FLMNH,Holothuroidea,,937c68ce-ca3c-4f16-a601-545976a10750,Ludwig,31A334D1-92A0-4A60-8734-1B6A9A9F6904,,,,1856-Echinodermata,,,6,lineata,Milne Bay Province,Invertebrate Zoology,Holothuria,,2014-10-16T15:46:20.066Z,Holothuria lineata,1998
Moorea Island,French Polynesia,Holothuriidae,23,"C. Meyer, S. McKeon, J. Moore, S. Fay, G. Paulay, Albert",Aspidochirotida,FLMNH,Holothuroidea,,472c5b22-dfd3-44ba-9616-5a078c90f1e1,Forskaal,216E82CE-CB1D-488C-8775-133EB54C214A,,-17.51448,,8690-Echinodermata,-149.7616,,10,impatiens,Society Islands,Invertebrate Zoology,Holothuria,,2014-10-16T18:53:56.116Z,Holothuria impatiens,2008
,Mexico,Holothuriidae,28,"T. A. Ebert, D. M. Dexter",Aspidochirotida,FLMNH,Holothuroidea,,4dd0c0df-2604-416a-a247-3b38fed04f2c,Selenka,9A7C769B-29C8-4F16-A6B5-220686E50FF5,,23.3827,,16143-Echinodermata,-109.4253,,1,lubrica,Baja California Sur,Invertebrate Zoology,Holothuria,,2014-10-16T23:58:15.438Z,Holothuria lubrica,1972
Reunion Island,France,Holothuriidae,14,"Henrich Bruggemann, Nicolas Hubert, Francois Michonneau & Gustav Paulay",Aspidochirotida,FLMNH,Holothuroidea,,dda3ebb2-dde3-4ff8-9efd-9e2c652c8438,Selenka,58631E87-5658-4101-992A-57FD4F44ADD8,,-21.090833,,6568-Echinodermata,55.229444,,8,verrucosa,Mascarene Islands,Invertebrate Zoology,Holothuria,,2014-10-16T21:25:37.411Z,Holothuria verrucosa,2007
French Frigate Shoals,USA,Holothuriidae,12,"Gustav Paulay, Sea McKeon, Brian Zgliczynski, Rusty Brainard, Jim Maragos & John Starmer",Aspidochirotida,FLMNH,Holothuroidea,,c0b94d53-0a12-4823-bf2e-67f4e4b55d6e,Augustin,37EC923C-707B-4230-BF5B-80E3AA1FAF77,,23.8632,,6069-Echinodermata,-166.1842,,10,dofleini,Hawaiian Islands,Invertebrate Zoology,Holothuria,,2014-10-16T18:46:25.412Z,Holothuria dofleini,2006
,France,Holothuriidae,21,Nathaniel Evans,Aspidochirotida,FLMNH,Holothuroidea,,28403989-407c-412e-a367-a92d3e5ba6c8,Brandt,619BE4A2-6BC1-48B8-AA09-758D75FEFDB2,,-18.48788,,15900-Echinodermata,163.09553,,11,leucospilota,New Caledonia,Invertebrate Zoology,Holothuria,,2014-10-16T22:35:06.934Z,Holothuria leucospilota,2013
Tromelin Island,France,Holothuriidae,11,H. Bruggemann,Aspidochirotida,FLMNH,Holothuroidea,,7edec66b-7ded-428e-b04a-7098f27dfe1f,Brandt,6C86594B-7AC1-41AF-8599-64A87B066289,,-15.89351667,,9386-Echinodermata,54.52166667,,5,cinerascens,Scattered Islands,Invertebrate Zoology,Holothuria,,2014-10-16T17:32:23.518Z,Holothuria cinerascens,2009
Kosrae Island,Federated States of Micronesia,Holothuriidae,26,"Sun Kim, Alex Kerr, François Michonneau",Aspidochirotida,FLMNH,Holothuroidea,,e1d47f13-713e-40e7-a70f-f5d72238f3e1,"Massin, Uthicke, Purcell, Rowe, Samyn",FF9F3E71-5852-4B13-9073-19A88AB27B25,,5.34222,,7084-Echinodermata,163.01986,,2,lessoni,Caroline Islands,Invertebrate Zoology,Holothuria,,2014-10-16T19:08:43.039Z,Holothuria lessoni,2008
,Lesser Antilles,Holothuriidae,14,"Laurent Charles, Remy Penisson",Aspidochirotida,FLMNH,Holothuroidea,,c2c8a277-12b2-4b0a-bf11-2feb1e000856,Selenka,FCB94FD4-ED40-44E1-B607-57A38594663F,,16.304583,,12778-Echinodermata,-61.544806,,5,grisea,Guadeloupe Island,Invertebrate Zoology,Holothuria,,2014-10-16T16:15:08.849Z,Holothuria grisea,2012
,France,Holothuriidae,,Pascal Romans,Aspidochirotida,FLMNH,Holothuroidea,,75448164-30bb-4a90-b9e4-680aa5142465,Gmelin,65110A2C-6F71-4DF7-984E-F0EF78D7BDC2,,,,4469-Echinodermata,,,,tubulosa,,Invertebrate Zoology,Holothuria,,2014-10-16T18:12:12.021Z,Holothuria tubulosa,2006
Kiritimati Atoll,Kiribati,Holothuriidae,4,Gustav Paulay,Aspidochirotida,FLMNH,Holothuroidea,,5e5e75bc-5d9c-498f-88ff-2cf3eaadb443,Lesson,24880FF4-2E80-48CB-8A3F-E5956E3989C0,,2.0086,,5426-Echinodermata,-157.4895,,8,hilla,Line Islands,Invertebrate Zoology,Holothuria,,2014-10-16T18:37:37.345Z,Holothuria hilla,2005
,Saudi Arabia,Holothuriidae,11,"Gustav Paulay, Noah DesRossiers, Patrick Norby",Aspidochirotida,FLMNH,Holothuroidea,,5b8c75ef-8a0c-4c44-9590-3fb242824885,Jäger,725DA5D6-C273-49B0-A7BB-87EB08690279,,16.8337,,13996-Echinodermata,42.5826,,3,scabra,,Invertebrate Zoology,Holothuria,,2014-10-16T18:02:54.926Z,Holothuria scabra,2013
Okinawa,Japan,Holothuriidae,21,François Michonneau,Aspidochirotida,FLMNH,Holothuroidea,,de97db6e-10a9-4ed9-9637-f39cfe7d931e,Semper,FA2D4978-5ADB-42A5-9AC0-C7920BB7027F,,26.649196,,11032-Echinodermata,128.012626,,5,albiventer,Ryukyus,Invertebrate Zoology,Holothuria,,2014-10-16T17:50:38.544Z,Holothuria albiventer,2011
,Papua New Guinea,Holothuriidae,27,"Arthur Anker, Zdenek Duris, Jessica Goodheart, Fredrik Leliaert",Aspidochirotida,FLMNH,Holothuroidea,,24873a40-b13e-404e-84b3-4ce7279d7063,Ludwig,8FE23D1C-ADAD-4799-B867-A336C4E7B71A,,,,14948-Echinodermata,,,11,lineata,Madang Province,Invertebrate Zoology,Holothuria,,2014-10-16T20:28:35.384Z,Holothuria lineata,2012
,Portugal,Holothuriidae,25,Athila Bertoncini,Aspidochirotida,FLMNH,Holothuroidea,,f4166d90-93ff-4fa7-9e8e-3d158f85a544,Delle Chiaje,FA9F5C88-0E99-47A6-B6ED-0BC943A59923,,,,5975-Echinodermata,,,10,sanctori,Azores,Invertebrate Zoology,Holothuria,,2014-10-16T18:36:13.680Z,Holothuria sanctori,2007
,Algeria,Holothuriidae,7,Karim Mezali,Aspidochirotida,FLMNH,Holothuroidea,,ffafec64-05f5-48ca-a8f5-41ba8f1b4579,Delle Chiaje,EE22EC5D-B129-4EA9-8BE5-62425E5BFBE6,,,,5457-Echinodermata,,,5,stellati,Division 27,Invertebrate Zoology,Holothuria,,2014-10-16T18:22:24.672Z,Holothuria stellati,2007
Oahu Island,USA,Holothuriidae,,,Aspidochirotida,FLMNH,Holothuroidea,,8d89e41b-414f-4a32-b2ce-30506472077f,Lesson,E8BCF814-FB27-4C5E-9EF8-B0F2A487C298,,19.7325,,4794-Echinodermata,-155.07139,,8,hilla,Hawaiian Islands,Invertebrate Zoology,Holothuria,,2014-10-16T23:35:55.011Z,Holothuria hilla,2005
Europa Island,France,Holothuriidae,23,"H. Bruggemann, M. Guillaume",Aspidochirotida,FLMNH,Holothuroidea,,3e9f0911-f365-41b0-b44a-b3a41d3436c7,Jäger,DC22104C-F698-4099-9B1D-425A3CF53145,,-22.34656667,,9187-Echinodermata,40.33203333,,4,atra,Scattered Islands,Invertebrate Zoology,Holothuria,,2014-10-16T16:14:04.907Z,Holothuria atra,2009
Guam Island,USA,Holothuriidae,19,François Michonneau,Aspidochirotida,FLMNH,Holothuroidea,,a48084d4-608d-4cf0-a023-96f94ea3ac26,Fisher,6BCCF96C-CC0D-4A06-B904-73721E47824E,,13.595907,,7119-Echinodermata,144.834743,,3,hawaiiensis,Mariana Islands,Invertebrate Zoology,Holothuria,,2014-10-16T17:57:00.956Z,Holothuria hawaiiensis,2008
Viti Levu Island,Fiji,Holothuriidae,10,"Kirkendale, L. & Bonito, V.",Aspidochirotida,FLMNH,Holothuroidea,,e206d3d9-0fa9-433f-9832-10e7ede25132,Forskaal,1AC8D9C5-9C77-4161-BEE5-FF4F0E7C6DBF,,-18.1788166667,,460-Echinodermata,178.4574333333,,11,impatiens,Fiji Islands,Invertebrate Zoology,Holothuria,,2014-10-16T21:51:15.375Z,Holothuria impatiens,2001
Reunion Island,France,Holothuriidae,29,Nicolas Hubert & Francois Michonneau,Aspidochirotida,FLMNH,Holothuroidea,,5c5196c4-cd93-41d5-a65a-8151548bf8cb,Linnaeus,6756AA4C-4901-457C-AA77-6F6BAD30AD28,,-21.1008,,6366-Echinodermata,55.2437,,7,,Mascarene Islands,Invertebrate Zoology,Holothuria,,2014-10-16T19:17:45.213Z,,2007
,Vanuatu,Holothuriidae,21,"Meyer, C.",Aspidochirotida,FLMNH,Holothuroidea,,3f0a1020-ad9a-4c1a-a9ff-aeb27b309135,Lesson,3D623118-6221-4481-B126-71AE0D0F546B,,-15.5666666667,,4319-Echinodermata,167.2333333333,,1,hilla,Sanma Province,Invertebrate Zoology,Holothuria,,2014-10-16T18:24:09.115Z,Holothuria hilla,2005
,Australia,Holothuriidae,,Robert Lasley,Aspidochirotida,FLMNH,Holothuroidea,,1b3aab58-1cca-48a6-a0c9-584c09682300,Brandt,29628C60-BE60-4D9C-ACF1-65174A0EEE31,,-22.67235,,9488-Echinodermata,113.6395,,5,cinerascens,Western Australia,Invertebrate Zoology,Holothuria,,2014-10-16T16:03:57.807Z,Holothuria cinerascens,2009
,Singapore,Holothuriidae,22,"Lim Swee Cheng, Chim Chee Kong, Bertrand Richer de Forges, Lim Jiayi, Niel Lucien Bruce Bruce, Lee Yen-ling, Jose Christopher Escano Mendoza, Lai Chiu Yun Joelle",Aspidochirotida,FLMNH,Holothuroidea,,2a58f800-6c28-469e-bded-2925cc1c627b,Linnaeus,235D5E76-45F8-42C3-96A7-6F966412C0E0,,1.2196833333,,13674-Echinodermata,103.8816666667,,5,,,Invertebrate Zoology,Holothuria,,2014-10-16T16:27:04.433Z,,2013
,Philippines,Holothuriidae,11,Kris Netchy & Alex Kerr,Aspidochirotida,FLMNH,Holothuroidea,,f30e34cc-8500-41ad-843f-edd0eda12738,Forskaal,ACE8423F-88BB-4EA8-B5C6-FDC6C09A10A9,,9.55361,,5620-Echinodermata,123.72852,,6,impatiens,Bohol,Invertebrate Zoology,Holothuria,,2014-10-16T19:05:07.877Z,Holothuria impatiens,2006
,Madagascar,Holothuriidae,16,Gustav Paulay,Aspidochirotida,FLMNH,Holothuroidea,,d6909ce8-2ac9-4529-be11-155b5e943eed,Ludwig,EB9EC2B0-287E-427B-931D-434B36F94830,,-13.4139,,7167-Echinodermata,48.3056,,5,olivacea,,Invertebrate Zoology,Holothuria,,2014-10-16T20:44:21.242Z,Holothuria olivacea,2008
,Philippines,Holothuriidae,13,Kris Netchy & Alex Kerr,Aspidochirotida,FLMNH,Holothuroidea,,9937e381-7c08-4beb-9774-5d253a22f7a8,Forskaal,E0D9CCE5-FA32-432C-A5A2-9A5E0430B487,,,,5634-Echinodermata,,,6,impatiens,Bohol,Invertebrate Zoology,Holothuria,,2014-10-16T21:17:47.550Z,Holothuria impatiens,2006
Reunion Island,France,Holothuriidae,9,"Henrich Bruggemann, Nicolas Hubert, Francois Michonneau & Gustav Paulay",Aspidochirotida,FLMNH,Holothuroidea,,713a5fc8-d23d-468d-92ed-5da99131880a,Selenka,2260D1FC-112A-42B6-9648-A2C6A7EE6535,,-21.087166,,6619-Echinodermata,55.2216,,8,pervicax,Mascarene Islands,Invertebrate Zoology,Holothuria,,2014-10-16T21:42:42.573Z,Holothuria pervicax,2007
,France,Holothuriidae,9,Nathaniel Evans,Aspidochirotida,FLMNH,Holothuroidea,,d9ee625a-2e80-4cbf-9840-b2aba6f66618,Jäger,885BEEF1-92A5-48D2-89B8-4D90676FD7CB,,-19.06056,,15742-Echinodermata,163.63042,,11,fuscopunctata,New Caledonia,Invertebrate Zoology,Holothuria,,2014-10-16T17:58:35.949Z,Holothuria fuscopunctata,2013
Tahiti Island,French Polynesia,Holothuriidae,26,"Paulay, G.",Aspidochirotida,FLMNH,Holothuroidea,,3077ecb6-1a4f-4033-a4a6-acb157d4eac0,Cherbonnier,8DD165FB-3767-4D4E-B162-FFA30940C261,,-17.6,,628-Echinodermata,-149.4,,10,glandifera,Society Islands,Invertebrate Zoology,Holothuria,,2014-10-16T20:12:27.937Z,Holothuria glandifera,2001
,Madagascar,Holothuriidae,15,"G. Bakary, H. Bruggemann, F. Michonneau, G. Paulay, T. Werner",Aspidochirotida,FLMNH,Holothuroidea,,a622ae33-4f85-48ec-9f42-8f8a74343415,Semper,516A29A7-9729-4031-8F12-B20951B15EE4,,-13.4244,,7490-Echinodermata,48.3642,,5,albiventer,,Invertebrate Zoology,Holothuria,,2014-10-16T18:41:30.777Z,Holothuria albiventer,2008
Tinian Island,Northern Mariana Islands,Holothuriidae,12,"Starmer, J.",Aspidochirotida,FLMNH,Holothuroidea,,c3b54fd8-d42a-4f59-b28d-0f0a1d300b79,Ludwig,CF34BAD6-580F-4EF4-B505-2695B59F9BB7,,,,4640-Echinodermata,,,5,signata,,Invertebrate Zoology,Holothuria,,2014-10-16T23:33:03.177Z,Holothuria signata,2005
Monroe Co.,USA,Holothuriidae,,Gustav Paulay,Aspidochirotida,FLMNH,Holothuroidea,,49d262cb-1bdd-4c38-8276-0718ab240a23,Pourtalès,B4CCF87F-4D8F-402C-8300-2DBAFBBB160F,,,,7847-Echinodermata,,,,floridana,Florida,Invertebrate Zoology,Holothuria,,2014-10-16T22:00:01.137Z,Holothuria floridana,2006
,Philippines,Holothuriidae,24,Kris Netchy & Alex Kerr,Aspidochirotida,FLMNH,Holothuroidea,,60e025b5-31b7-4a85-9656-b58579978f2e,Jäger,1DBCA601-9516-41F4-86E5-061D5CE1A2A7,,9.60988,,5615-Echinodermata,123.17229,,5,scabra,Negros Oriental,Invertebrate Zoology,Holothuria,,2014-10-16T19:02:01.800Z,Holothuria scabra,2006
Monroe Co.,USA,Holothuriidae,,Gustav Paulay,Aspidochirotida,FLMNH,Holothuroidea,,425978ac-41d6-4d08-b6aa-fa98510ae4cf,Selenka,8569C497-6E03-4AE0-B423-7C82328B4875,,,,4461-Echinodermata,,,,unicolor,Florida,Invertebrate Zoology,Holothuria,,2014-10-16T21:10:34.872Z,Holothuria unicolor,2006
